amount,claim_type,days_since_policy_start,has_witnesses,prior_claims_count,description,is_fraud
1759.96,PROPERTY,1234,0,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
2242.49,PROPERTY,412,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-94896.",1
2983.38,PROPERTY,1290,0,0,"Total loss, no documentation available.",0
965.53,PROPERTY,534,1,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
7829.55,PROPERTY,842,1,0,Lightning strike damaged HVAC unit on May 18; technician assessment attached.,0
1383.39,AUTO,487,1,0,Backyard fence damaged by neighbour's tree falling during high winds on March 12.,0
1172.12,HEALTH,784,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-46925.",0
2928.91,LIFE,794,1,0,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",0
288.15,HEALTH,1046,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
820.13,AUTO,708,0,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
4822.62,LIFE,792,1,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
318.17,AUTO,977,0,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
5527.96,AUTO,627,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
8193.83,AUTO,787,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
1249.56,HEALTH,129,0,2,"Deer collision on the highway near exit 120; airbag deployed, vehicle towed.",0
2420.7,HEALTH,1304,0,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
5536.33,HEALTH,189,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
1133.66,PROPERTY,1309,0,1,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
4306.05,HEALTH,1140,1,1,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
924.13,HEALTH,1421,0,1,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
1121.47,PROPERTY,37,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
812.95,PROPERTY,326,1,0,"Deer collision on the highway near exit 96; airbag deployed, vehicle towed.",0
2546.94,AUTO,79,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
5755.83,AUTO,626,1,1,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
1504.01,HEALTH,1357,0,0,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
507.12,PROPERTY,1149,0,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
612.34,HEALTH,1056,0,0,"Stolen valuables, all cash, no inventory list.",1
2682.75,AUTO,1272,0,0,"Vehicle disappeared from parking lot, no security camera footage.",1
11431.37,PROPERTY,7,0,0,"Lost expensive jewellery, no receipt, not sure when.",1
2680.41,HEALTH,1181,1,1,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
1227.95,HEALTH,468,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
3890.08,PROPERTY,1036,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1422.97,PROPERTY,1145,1,1,"Deer collision on the highway near exit 173; airbag deployed, vehicle towed.",0
1238.57,HEALTH,1028,1,0,"Items stolen, no witnesses, cash and electronics gone.",0
693.35,HEALTH,626,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-33922.",0
7394.18,HEALTH,917,0,0,Backyard fence damaged by neighbour's tree falling during high winds on July 5.,0
142.71,HEALTH,703,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
4015.27,HEALTH,942,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1137.12,PROPERTY,688,0,0,"Vehicle stolen, no GPS data, no security footage available.",1
1199.5,HEALTH,591,0,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-44381.",0
9821.36,HEALTH,303,1,1,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
885.25,AUTO,581,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
915.92,PROPERTY,1082,1,0,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
1587.01,HEALTH,1305,1,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
2734.89,AUTO,155,1,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
1162.29,AUTO,275,0,1,"Damage occurred while alone, nobody saw, no police report.",1
374.71,AUTO,761,1,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
760.75,LIFE,1054,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
6511.56,PROPERTY,255,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1948.43,HEALTH,487,1,1,"Property damage but no witnesses, claim is for full replacement value.",1
2838.66,HEALTH,70,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
1392.11,PROPERTY,79,0,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
934.96,HEALTH,215,0,1,Car was damaged.,0
9677.6,LIFE,1094,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1497.88,AUTO,1304,0,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
1160.53,AUTO,748,1,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-93507.",0
5410.75,HEALTH,265,1,2,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
877.99,AUTO,1382,1,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
997.52,HEALTH,418,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
1826.66,PROPERTY,232,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-35968.",0
1808.53,AUTO,208,1,1,"Vehicle stolen, no GPS data, no security footage available.",0
2343.99,HEALTH,530,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
14642.29,HEALTH,1103,0,0,"Damage occurred while alone, nobody saw, no police report.",1
2530.69,PROPERTY,596,0,1,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
167.66,HEALTH,668,1,0,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
2505.64,AUTO,511,0,0,"Items missing after recent move, exact value uncertain.",1
1877.84,HEALTH,1415,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1888.33,HEALTH,1025,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
2312.18,PROPERTY,996,1,1,"Deer collision on the highway near exit 52; airbag deployed, vehicle towed.",0
1756.93,HEALTH,656,1,1,Car was damaged.,1
1715.38,AUTO,797,1,1,"Cash and gold coins stolen from home safe, exact amounts approximate.",1
3337.72,PROPERTY,1327,1,0,"Lost expensive jewellery, no receipt, not sure when.",0
1051.44,HEALTH,985,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
700.86,AUTO,1220,0,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
37189.49,HEALTH,61,1,0,"Vehicle stolen, no GPS data, no security footage available.",1
883.72,PROPERTY,1289,1,0,"Property damage but no witnesses, claim is for full replacement value.",0
1998.48,PROPERTY,1426,0,0,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
405.18,AUTO,1002,1,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
2031.38,PROPERTY,1434,1,1,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
711.07,AUTO,852,1,1,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
1161.57,HEALTH,414,1,1,Rear-end collision at the intersection of Pine Rd and Walnut Rd; minor whiplash and bumper damage.,0
5141.32,HEALTH,909,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-15238.",0
2898.68,AUTO,942,0,1,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
3192.02,AUTO,217,0,3,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",1
307.6,PROPERTY,303,1,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
11349.12,AUTO,437,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-95150.",1
549.01,PROPERTY,821,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-98093.",0
8337.85,HEALTH,222,1,0,"Total loss, no documentation available.",1
5021.8,HEALTH,1156,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
3220.63,AUTO,165,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
768.94,AUTO,1409,0,0,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
2103.99,AUTO,1014,1,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-56577.",0
1128.99,HEALTH,509,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
1861.32,LIFE,559,0,1,"Broken items, unwitnessed accident at home.",1
1408.28,PROPERTY,1040,1,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
235.42,AUTO,134,1,1,"Deer collision on the highway near exit 71; airbag deployed, vehicle towed.",0
5551.28,AUTO,1074,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-71957.",0
1667.19,AUTO,828,1,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
1113.43,LIFE,332,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-39402.",0
1032.43,AUTO,1346,1,0,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
2587.53,AUTO,943,0,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
739.7,HEALTH,246,0,2,Rear-end collision at the intersection of Pine Rd and Walnut Rd; minor whiplash and bumper damage.,0
189.58,HEALTH,983,0,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",1
2716.58,AUTO,617,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
3038.45,HEALTH,1146,1,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
1480.85,AUTO,738,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
573.69,AUTO,1499,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
1976.21,AUTO,1391,0,0,"Deer collision on the highway near exit 67; airbag deployed, vehicle towed.",0
417.99,AUTO,61,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-91969.",0
647.27,LIFE,617,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
853.46,HEALTH,304,0,2,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
4204.62,PROPERTY,675,1,1,"Deer collision on the highway near exit 39; airbag deployed, vehicle towed.",0
1258.14,AUTO,218,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
1155.32,PROPERTY,803,1,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
12767.94,LIFE,232,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
2572.06,AUTO,935,0,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-98608.",0
2537.65,LIFE,681,0,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
1249.25,HEALTH,1489,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
995.88,PROPERTY,1317,1,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
203.08,AUTO,900,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
4763.51,HEALTH,673,0,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
2830.79,HEALTH,1074,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-25330.",0
1511.46,LIFE,1003,1,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
1576.2,PROPERTY,209,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
3774.96,AUTO,565,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
381.95,PROPERTY,1488,0,0,Rear-end collision at the intersection of Elm Blvd and Walnut Rd; minor whiplash and bumper damage.,0
1002.37,PROPERTY,480,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
580.39,HEALTH,20,1,1,"Items stolen, no witnesses, cash and electronics gone.",1
10630.78,AUTO,1251,0,1,Rear-end collision at the intersection of 5th Ave and Walnut Rd; minor whiplash and bumper damage.,1
4340.11,AUTO,1399,0,0,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
199.8,AUTO,983,1,0,Rear-end collision at the intersection of Elm Blvd and Walnut Rd; minor whiplash and bumper damage.,0
397.91,AUTO,952,1,1,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
1583.91,LIFE,526,0,0,"Stolen valuables, all cash, no inventory list.",0
1127.28,AUTO,539,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-33021.",0
480.88,HEALTH,1371,1,0,Rear-end collision at the intersection of Elm Blvd and Walnut Rd; minor whiplash and bumper damage.,0
12641.78,HEALTH,1287,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2471.4,HEALTH,748,0,0,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,0
2906.82,AUTO,470,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
905.05,HEALTH,283,1,1,Lightning strike damaged HVAC unit on March 12; technician assessment attached.,0
3722.96,HEALTH,17,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",1
1235.92,HEALTH,725,1,1,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
1361.93,AUTO,831,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-43397.",0
3330.91,PROPERTY,1012,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
354.6,AUTO,1207,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
8928.72,HEALTH,551,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
2169.8,HEALTH,251,0,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
6509.02,AUTO,1265,1,0,"Deer collision on the highway near exit 159; airbag deployed, vehicle towed.",0
616.82,PROPERTY,1143,1,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
718.26,AUTO,800,1,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
565.72,PROPERTY,59,0,0,"Property damage but no witnesses, claim is for full replacement value.",1
2322.26,PROPERTY,702,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
1931.37,AUTO,929,1,2,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
1136.36,AUTO,1288,1,1,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
655.85,AUTO,762,0,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
509.49,PROPERTY,694,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
1722.47,HEALTH,570,0,0,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
1135.03,AUTO,622,0,1,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
910.86,HEALTH,25,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
8493.78,AUTO,156,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1665.16,HEALTH,1134,0,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
6438.45,HEALTH,544,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
1060.77,AUTO,1276,0,0,Rear-end collision at the intersection of Oak Ave and Maple Ave; minor whiplash and bumper damage.,0
2309.48,PROPERTY,596,1,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
1710.47,AUTO,1495,1,0,"Stolen valuables, all cash, no inventory list.",0
331.09,HEALTH,271,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
7542.72,HEALTH,282,0,1,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
1579.47,LIFE,882,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3813.94,HEALTH,1204,1,2,"Vehicle disappeared from parking lot, no security camera footage.",1
852.33,PROPERTY,216,0,0,"Deer collision on the highway near exit 150; airbag deployed, vehicle towed.",0
1533.27,AUTO,754,1,1,Rear-end collision at the intersection of Elm Blvd and Cedar Lane; minor whiplash and bumper damage.,0
759.87,PROPERTY,336,1,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
6222.94,AUTO,1106,0,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
2468.61,PROPERTY,842,0,0,"Stolen valuables, all cash, no inventory list.",1
2609.86,AUTO,981,1,0,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
7031.7,LIFE,404,1,1,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
5746.47,LIFE,434,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3886.8,HEALTH,959,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-70216.",0
436.27,HEALTH,530,0,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
901.74,HEALTH,1036,1,2,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
662.56,AUTO,231,1,1,"Deer collision on the highway near exit 134; airbag deployed, vehicle towed.",0
3742.59,HEALTH,452,0,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
2144.48,HEALTH,153,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
450.11,HEALTH,131,0,1,"Stolen valuables, all cash, no inventory list.",0
1497.06,AUTO,394,0,0,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,0
405.81,PROPERTY,734,1,0,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
1714.44,AUTO,217,0,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
345.37,HEALTH,140,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3068.14,AUTO,1316,0,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
2638.49,AUTO,773,1,0,"Deer collision on the highway near exit 107; airbag deployed, vehicle towed.",0
12184.85,AUTO,1073,0,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
4221.19,AUTO,1089,1,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
1184.51,HEALTH,153,1,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
4097.25,HEALTH,930,1,0,Rear-end collision at the intersection of Main St and Maple Ave; minor whiplash and bumper damage.,0
446.9,HEALTH,1291,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
690.58,HEALTH,672,1,1,Backyard fence damaged by neighbour's tree falling during high winds on July 5.,0
2522.85,AUTO,1293,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
208.88,AUTO,1418,1,1,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
1742.09,HEALTH,820,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
651.8,HEALTH,153,1,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
2000.81,HEALTH,926,0,0,"Property damage but no witnesses, claim is for full replacement value.",0
615.39,AUTO,1320,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
2763.49,PROPERTY,869,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
1843.33,AUTO,1200,0,0,"Vehicle stolen, no GPS data, no security footage available.",0
7334.66,HEALTH,803,0,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-82404.",0
1820.26,AUTO,630,1,2,"Items stolen, no witnesses, cash and electronics gone.",1
838.28,HEALTH,1418,0,0,"Items missing after recent move, exact value uncertain.",0
1412.5,HEALTH,230,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
471.43,PROPERTY,671,0,1,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
2713.89,AUTO,234,1,1,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",1
3261.2,HEALTH,982,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
21358.31,AUTO,1382,0,0,"Fire damage, unknown cause, total loss.",0
970.84,HEALTH,1496,1,1,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
1383.27,AUTO,351,1,0,"Property damage but no witnesses, claim is for full replacement value.",1
1016.62,AUTO,1091,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2235.26,PROPERTY,1311,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2648.35,AUTO,1250,0,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
1714.07,AUTO,755,1,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
5357.89,PROPERTY,262,1,2,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
975.57,PROPERTY,693,1,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
4847.29,PROPERTY,1164,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
3097.96,AUTO,929,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
1786.42,HEALTH,583,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1319.57,PROPERTY,323,1,1,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
20469.02,AUTO,978,1,2,Rear-end collision at the intersection of Main St and Walnut Rd; minor whiplash and bumper damage.,1
798.7,PROPERTY,643,0,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
2435.56,AUTO,708,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-98710.",0
853.87,PROPERTY,1407,1,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
10781.86,HEALTH,14,0,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
4388.87,HEALTH,358,1,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
917.5,HEALTH,1379,1,0,"Fire damage, unknown cause, total loss.",1
3018.74,AUTO,1382,0,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
2339.51,AUTO,454,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
1078.55,PROPERTY,1491,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,1
3859.0,HEALTH,318,1,1,"Sudden mechanical failure, vehicle written off, no third party.",0
2668.59,HEALTH,78,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Mercy General.",0
2243.29,AUTO,461,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
1733.82,HEALTH,797,1,0,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",1
2782.36,AUTO,10,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2274.21,AUTO,258,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1918.11,PROPERTY,1186,1,2,Rear-end collision at the intersection of Oak Ave and Cedar Lane; minor whiplash and bumper damage.,0
952.4,HEALTH,932,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
9835.62,HEALTH,908,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-83028.",0
632.44,LIFE,1484,1,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
2772.86,AUTO,343,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
1312.59,PROPERTY,1345,1,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
10504.38,HEALTH,533,1,0,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
732.54,HEALTH,1387,0,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
866.74,AUTO,1174,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
685.52,AUTO,320,0,0,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
2498.55,HEALTH,314,1,0,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
458.04,AUTO,813,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1120.43,AUTO,754,0,0,Rear-end collision at the intersection of Elm Blvd and Maple Ave; minor whiplash and bumper damage.,0
210.11,HEALTH,353,1,1,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
2299.44,PROPERTY,391,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
1096.4,AUTO,1349,0,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
408.28,PROPERTY,1130,0,0,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",1
5354.05,PROPERTY,287,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
488.99,PROPERTY,1088,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
4011.59,PROPERTY,231,0,0,"Stolen valuables, all cash, no inventory list.",1
896.91,PROPERTY,668,1,1,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
8969.38,AUTO,19,0,0,Rear-end collision at the intersection of Main St and Birch St; minor whiplash and bumper damage.,1
3825.91,AUTO,974,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
659.81,PROPERTY,273,0,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
722.64,HEALTH,354,0,1,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
3312.72,PROPERTY,285,1,1,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
1390.78,LIFE,275,0,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
1526.39,AUTO,117,1,1,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
6452.6,AUTO,832,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
855.18,HEALTH,1301,0,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
1980.87,AUTO,452,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-52362.",0
4696.76,HEALTH,1170,1,2,Rear-end collision at the intersection of 5th Ave and Cedar Lane; minor whiplash and bumper damage.,0
4060.73,PROPERTY,815,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1541.31,HEALTH,382,1,1,"Deer collision on the highway near exit 10; airbag deployed, vehicle towed.",0
1354.37,AUTO,93,0,1,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
